strategy,product,series,timeframe,params,entry,exit,atr,status,reason,years,bars,capital_krw,trade_count,trades_per_year,cagr_gross,cagr_net,sharpe_net,sharpe_gross,sortino_net,calmar_net,mdd_net,mdd_gross,win_rate,profit_factor,avg_win_krw,avg_loss_krw,expectancy_krw,expectancy_pct_cap,total_cost_krw,total_cost_pct_cap,turnover_per_yr,final_equity_net_krw,final_equity_gross_krw
F1,ktb10,ktb10_day,15m,dn_entry20_exit10_atr3,20.0,10.0,3.0,OK,,1.022,7087,119360000.0,225.0,220.16,-0.0102,-0.0489,-0.918,-0.174,-1.352,-0.458,-0.1069,-0.0867,0.3867,0.961,348276.0,-228565.0,-26520.0,-0.000222,4725000.0,0.03959,408.9,113393013.0,118118013.0
F1,ktb10,ktb10_day,15m,dn_entry20_exit20_atr2,20.0,20.0,2.0,OK,,1.022,7087,119360000.0,211.0,206.46,-0.0303,-0.0666,-1.196,-0.544,-1.929,-0.535,-0.1246,-0.0967,0.2701,0.878,467719.0,-197095.0,-38501.0,-0.000323,4431000.0,0.03712,384.02,111236366.0,115667366.0
F1,ktb10,ktb10_day,15m,dn_entry20_exit20_atr3,20.0,20.0,3.0,OK,,1.022,7087,119360000.0,191.0,186.89,-0.0408,-0.0737,-1.232,-0.685,-1.871,-0.574,-0.1285,-0.1109,0.3403,0.851,436462.0,-264603.0,-47021.0,-0.000394,4011000.0,0.0336,347.56,110379062.0,114390062.0
F1,ktb10,ktb10_day,15m,dn_entry55_exit10_atr2,55.0,10.0,2.0,OK,,1.022,7087,119360000.0,141.0,137.97,-0.0099,-0.0342,-0.958,-0.27,-1.668,-0.692,-0.0495,-0.0351,0.3404,0.929,328958.0,-182820.0,-29598.0,-0.000248,2961000.0,0.02481,256.15,115186725.0,118147725.0
F1,ktb10,ktb10_day,15m,dn_entry55_exit10_atr3,55.0,10.0,3.0,OK,,1.022,7087,119360000.0,129.0,126.22,0.0036,-0.0186,-0.48,0.117,-0.809,-0.344,-0.054,-0.0419,0.4031,1.026,337692.0,-222333.0,-17587.0,-0.000147,2709000.0,0.0227,234.56,117091341.0,119800341.0
F1,ktb10,ktb10_day,15m,dn_entry55_exit20_atr2,55.0,20.0,2.0,OK,,1.022,7087,119360000.0,125.0,122.31,-0.0372,-0.0587,-1.482,-0.946,-2.519,-0.698,-0.0842,-0.0674,0.288,0.752,382222.0,-205560.0,-57279.0,-0.00048,2625000.0,0.02199,226.97,112200142.0,114825142.0
F1,ktb10,ktb10_day,15m,dn_entry55_exit20_atr3,55.0,20.0,3.0,OK,,1.022,7087,119360000.0,111.0,108.61,-0.028,-0.0472,-1.048,-0.622,-1.777,-0.552,-0.0855,-0.0746,0.3604,0.825,404250.0,-275901.0,-51801.0,-0.000434,2331000.0,0.01953,201.88,113610034.0,115941034.0
F1,ktb10,ktb10_day,1h,dn_entry20_exit10_atr2,20.0,10.0,2.0,OK,,1.0219,1927,119360000.0,58.0,56.76,0.0464,0.0364,0.782,0.996,1.376,1.248,-0.0292,-0.027,0.4828,1.571,556429.0,-330603.0,76619.0,0.000642,1218000.0,0.0102,105.27,123803907.0,125021907.0
F1,ktb10,ktb10_day,1h,dn_entry20_exit10_atr3,20.0,10.0,3.0,OK,,1.0219,1927,119360000.0,56.0,54.8,0.0356,0.026,0.555,0.755,1.002,0.866,-0.03,-0.0286,0.5,1.38,563929.0,-408631.0,56649.0,0.000475,1176000.0,0.00985,101.68,122532331.0,123708331.0
F1,ktb10,ktb10_day,1h,dn_entry20_exit20_atr2,20.0,20.0,2.0,OK,,1.0219,1927,119360000.0,51.0,49.91,0.0381,0.0293,0.591,0.766,0.927,0.775,-0.0378,-0.0356,0.3529,1.415,880556.0,-339500.0,70108.0,0.000587,1071000.0,0.00897,92.68,122935502.0,124006502.0
F1,ktb10,ktb10_day,1h,dn_entry20_exit20_atr3,20.0,20.0,3.0,OK,,1.0219,1927,119360000.0,48.0,46.97,0.0205,0.0122,0.257,0.414,0.41,0.252,-0.0484,-0.0438,0.375,1.18,909444.0,-462415.0,31032.0,0.00026,1008000.0,0.00845,87.36,120849541.0,121857541.0
F1,ktb10,ktb10_day,1h,dn_entry55_exit10_atr2,55.0,10.0,2.0,OK,,1.0219,1927,119360000.0,34.0,33.27,0.0134,0.0075,0.22,0.377,0.34,0.254,-0.0297,-0.0266,0.4118,1.246,592143.0,-332766.0,27079.0,0.000227,714000.0,0.00598,61.54,120280678.0,120994678.0
F1,ktb10,ktb10_day,1h,dn_entry55_exit10_atr3,55.0,10.0,3.0,OK,,1.0219,1927,119360000.0,33.0,32.29,0.0123,0.0067,0.194,0.344,0.303,0.211,-0.0316,-0.0295,0.4545,1.218,561333.0,-384203.0,24586.0,0.000206,693000.0,0.00581,59.73,120171348.0,120864348.0
F1,ktb10,ktb10_day,1h,dn_entry55_exit20_atr2,55.0,20.0,2.0,OK,,1.0219,1927,119360000.0,31.0,30.34,0.0111,0.0057,0.162,0.294,0.235,0.153,-0.0374,-0.0353,0.2903,1.165,1057778.0,-371334.0,22570.0,0.000189,651000.0,0.00545,56.22,120059658.0,120710658.0
F1,ktb10,ktb10_day,1h,dn_entry55_exit20_atr3,55.0,20.0,3.0,OK,,1.0219,1927,119360000.0,28.0,27.4,0.0127,0.0079,0.213,0.33,0.315,0.196,-0.0405,-0.0386,0.3214,1.188,1092222.0,-435552.0,34519.0,0.000289,588000.0,0.00493,50.74,120326520.0,120914520.0
F1,ktb10,ktb10_day,5m,dn_entry20_exit10_atr2,20.0,10.0,2.0,OK,,1.022,20281,119360000.0,644.0,630.14,0.0166,-0.0944,-1.908,0.409,-3.127,-0.865,-0.1091,-0.0303,0.3059,1.045,238020.0,-100367.0,-17854.0,-0.00015,13524000.0,0.1133,1170.66,107861745.0,121385745.0
F1,ktb10,ktb10_day,5m,dn_entry20_exit10_atr3,20.0,10.0,3.0,OK,,1.022,20281,119360000.0,602.0,589.05,-0.0017,-0.1055,-2.08,-0.002,-3.378,-0.868,-0.1215,-0.0386,0.3439,0.996,235894.0,-124143.0,-21343.0,-0.000179,12642000.0,0.10591,1093.81,106511579.0,119153579.0
F1,ktb10,ktb10_day,5m,dn_entry20_exit20_atr2,20.0,20.0,2.0,OK,,1.022,20281,119360000.0,551.0,539.15,0.0012,-0.0938,-1.741,0.07,-2.956,-0.874,-0.1073,-0.0389,0.274,1.003,299603.0,-112744.0,-20741.0,-0.000174,11571000.0,0.09694,999.86,107931441.0,119502441.0
F1,ktb10,ktb10_day,5m,dn_entry20_exit20_atr3,20.0,20.0,3.0,OK,,1.022,20281,119360000.0,489.0,478.48,-0.0067,-0.091,-1.654,-0.096,-2.713,-0.802,-0.1135,-0.0635,0.3252,0.983,303396.0,-148675.0,-22683.0,-0.00019,10269000.0,0.08603,886.92,108268184.0,118537184.0
F1,ktb10,ktb10_day,5m,dn_entry55_exit10_atr2,55.0,10.0,2.0,OK,,1.022,20281,119360000.0,401.0,392.37,-0.0053,-0.0744,-1.806,-0.114,-3.008,-0.78,-0.0953,-0.0507,0.3067,0.979,244715.0,-110588.0,-22605.0,-0.000189,8421000.0,0.07055,729.39,110295404.0,118716404.0
F1,ktb10,ktb10_day,5m,dn_entry55_exit10_atr3,55.0,10.0,3.0,OK,,1.022,20281,119360000.0,370.0,362.04,-0.0099,-0.0737,-1.675,-0.213,-2.679,-0.758,-0.0972,-0.0643,0.3514,0.964,245769.0,-138156.0,-24263.0,-0.000203,7770000.0,0.0651,672.95,110382533.0,118152533.0
F1,ktb10,ktb10_day,5m,dn_entry55_exit20_atr2,55.0,20.0,2.0,OK,,1.022,20281,119360000.0,353.0,345.41,-0.0265,-0.0874,-1.994,-0.611,-3.304,-0.798,-0.1096,-0.0623,0.2805,0.898,288687.0,-125266.0,-30172.0,-0.000253,7413000.0,0.06211,641.23,108709311.0,116122311.0
F1,ktb10,ktb10_day,5m,dn_entry55_exit20_atr3,55.0,20.0,3.0,OK,,1.022,20281,119360000.0,316.0,309.2,-0.0313,-0.0857,-1.859,-0.683,-2.957,-0.732,-0.1172,-0.0741,0.3291,0.89,296154.0,-163264.0,-33064.0,-0.000277,6636000.0,0.0556,574.02,108911927.0,115547927.0
F1,ktb10,ktb10_day,day,dn_entry20_exit10_atr2,20.0,10.0,2.0,OK,,1.0212,245,119360000.0,7.0,6.85,0.0106,0.0094,0.229,0.256,0.262,0.234,-0.0404,-0.0399,0.2857,1.254,3200000.0,-1020426.0,164410.0,0.001377,147000.0,0.00123,12.81,120510869.0,120657869.0
F1,ktb10,ktb10_day,day,dn_entry20_exit10_atr3,20.0,10.0,3.0,OK,,1.0212,245,119360000.0,6.0,5.88,0.016,0.015,0.338,0.359,0.418,0.322,-0.0464,-0.0461,0.3333,1.347,3785000.0,-1405000.0,304000.0,0.002547,126000.0,0.00106,10.86,121184000.0,121310000.0
F1,ktb10,ktb10_day,day,dn_entry20_exit20_atr2,20.0,20.0,2.0,OK,,1.0212,245,119360000.0,6.0,5.88,0.0039,0.0029,0.085,0.106,0.106,0.059,-0.0488,-0.0483,0.3333,1.094,2770000.0,-1265533.0,58645.0,0.000491,126000.0,0.00106,10.98,119711869.0,119837869.0
F1,ktb10,ktb10_day,day,dn_entry20_exit20_atr3,20.0,20.0,3.0,OK,,1.0212,245,119360000.0,4.0,3.92,0.0249,0.0242,0.495,0.509,0.686,0.442,-0.0547,-0.0543,0.5,1.752,3530000.0,-2015000.0,736500.0,0.00617,84000.0,0.0007,7.24,122306000.0,122390000.0
F1,ktb10,ktb10_day,day,dn_entry55_exit10_atr2,55.0,10.0,2.0,OK,,1.0212,245,119360000.0,3.0,2.94,-0.0006,-0.0011,-0.008,0.005,-0.008,-0.034,-0.0316,-0.0313,0.3333,0.963,1810000.0,-940000.0,-44333.0,-0.000371,63000.0,0.00053,5.39,119227000.0,119290000.0
F1,ktb10,ktb10_day,day,dn_entry55_exit10_atr3,55.0,10.0,3.0,OK,,1.0212,245,119360000.0,3.0,2.94,0.0018,0.0013,0.054,0.067,0.049,0.044,-0.0292,-0.0291,0.3333,1.138,1810000.0,-795000.0,52333.0,0.000438,63000.0,0.00053,5.38,119517000.0,119580000.0
F1,ktb10,ktb10_day,day,dn_entry55_exit20_atr2,55.0,20.0,2.0,OK,,1.0212,245,119360000.0,3.0,2.94,-0.0217,-0.0222,-0.534,-0.522,-0.512,-0.541,-0.041,-0.0406,0.3333,0.123,370000.0,-1505000.0,-901000.0,-0.007549,63000.0,0.00053,5.41,116657000.0,116720000.0
F1,ktb10,ktb10_day,day,dn_entry55_exit20_atr3,55.0,20.0,3.0,OK,,1.0212,245,119360000.0,2.0,1.96,0.0094,0.0091,0.236,0.244,0.251,0.236,-0.0386,-0.0384,0.5,1.983,2320000.0,-1170000.0,554000.0,0.004641,42000.0,0.00035,3.62,120468000.0,120510000.0
F1,ktb3,ktb3_day,15m,dn_entry20_exit10_atr2,20.0,10.0,2.0,OK,,1.022,7087,107490000.0,217.0,212.33,-0.0234,-0.0649,-3.404,-1.29,-5.048,-0.886,-0.0732,-0.0445,0.2903,0.744,118730.0,-65248.0,-32835.0,-0.000305,4557000.0,0.04239,413.22,100364741.0,104921741.0
F1,ktb3,ktb3_day,15m,dn_entry20_exit10_atr3,20.0,10.0,3.0,OK,,1.022,7087,107490000.0,200.0,195.7,-0.0307,-0.069,-3.172,-1.478,-4.297,-0.839,-0.0822,-0.0562,0.325,0.706,124308.0,-84815.0,-37850.0,-0.000352,4200000.0,0.03907,380.85,99920025.0,104120025.0
F1,ktb3,ktb3_day,15m,dn_entry20_exit20_atr2,20.0,20.0,2.0,OK,,1.022,7087,107490000.0,190.0,185.91,-0.0241,-0.0604,-2.923,-1.23,-4.487,-0.867,-0.0697,-0.0425,0.2474,0.728,150638.0,-67994.0,-34911.0,-0.000325,3990000.0,0.03712,361.76,100856924.0,104846924.0
F1,ktb3,ktb3_day,15m,dn_entry20_exit20_atr3,20.0,20.0,3.0,OK,,1.022,7087,107490000.0,174.0,170.26,-0.0397,-0.073,-3.152,-1.802,-4.432,-0.859,-0.0849,-0.0607,0.2874,0.635,151800.0,-96325.0,-46025.0,-0.000428,3654000.0,0.03399,331.22,99481731.0,103135731.0
F1,ktb3,ktb3_day,15m,dn_entry55_exit10_atr2,55.0,10.0,2.0,OK,,1.022,7087,107490000.0,129.0,126.22,-0.0124,-0.037,-2.647,-0.911,-4.588,-0.935,-0.0396,-0.0205,0.2558,0.757,127879.0,-58102.0,-31525.0,-0.000293,2709000.0,0.0252,245.69,103423228.0,106132228.0
F1,ktb3,ktb3_day,15m,dn_entry55_exit10_atr3,55.0,10.0,3.0,OK,,1.022,7087,107490000.0,121.0,118.4,-0.0163,-0.0394,-2.576,-1.094,-3.876,-0.935,-0.0422,-0.0259,0.2727,0.708,130909.0,-69374.0,-35751.0,-0.000333,2541000.0,0.02364,230.3,103164094.0,105705094.0
F1,ktb3,ktb3_day,15m,dn_entry55_exit20_atr2,55.0,20.0,2.0,OK,,1.022,7087,107490000.0,118.0,115.46,-0.0175,-0.04,-2.533,-1.145,-3.997,-0.922,-0.0434,-0.0258,0.2373,0.672,140357.0,-64973.0,-37251.0,-0.000347,2478000.0,0.02305,224.75,103094407.0,105572407.0
F1,ktb3,ktb3_day,15m,dn_entry55_exit20_atr3,55.0,20.0,3.0,OK,,1.022,7087,107490000.0,106.0,103.72,-0.0175,-0.0378,-2.204,-1.055,-3.485,-0.885,-0.0427,-0.0281,0.2736,0.693,150000.0,-81513.0,-39174.0,-0.000364,2226000.0,0.02071,201.8,103337522.0,105563522.0
F1,ktb3,ktb3_day,1h,dn_entry20_exit10_atr2,20.0,10.0,2.0,OK,,1.0219,1927,107470000.0,62.0,60.67,0.0,-0.0119,-0.613,0.01,-1.011,-0.508,-0.0233,-0.0175,0.3387,1.0,216667.0,-110972.0,-20997.0,-0.000195,1302000.0,0.01212,118.03,106168158.0,107470158.0
F1,ktb3,ktb3_day,1h,dn_entry20_exit10_atr3,20.0,10.0,3.0,OK,,1.0219,1927,107470000.0,59.0,57.74,-0.0003,-0.0116,-0.581,-0.007,-0.974,-0.453,-0.0256,-0.02,0.3559,0.993,226190.0,-125929.0,-21598.0,-0.000201,1239000.0,0.01153,112.34,106195692.0,107434692.0
F1,ktb3,ktb3_day,1h,dn_entry20_exit20_atr2,20.0,20.0,2.0,OK,,1.0219,1927,107470000.0,54.0,52.84,0.0009,-0.0095,-0.452,0.053,-0.756,-0.338,-0.028,-0.0227,0.2593,1.019,359286.0,-123413.0,-19269.0,-0.000179,1134000.0,0.01055,102.79,106429494.0,107563494.0
F1,ktb3,ktb3_day,1h,dn_entry20_exit20_atr3,20.0,20.0,3.0,OK,,1.0219,1927,107470000.0,51.0,49.91,-0.0056,-0.0154,-0.716,-0.262,-1.211,-0.469,-0.0328,-0.0276,0.2745,0.891,363571.0,-154333.0,-33163.0,-0.000309,1071000.0,0.00997,97.07,105778671.0,106849671.0
F1,ktb3,ktb3_day,1h,dn_entry55_exit10_atr2,55.0,10.0,2.0,OK,,1.0219,1927,107470000.0,38.0,37.19,-0.0086,-0.0159,-1.06,-0.581,-1.415,-0.611,-0.026,-0.0197,0.2895,0.713,214545.0,-122536.0,-45960.0,-0.000428,798000.0,0.00743,72.23,105723531.0,106521531.0
F1,ktb3,ktb3_day,1h,dn_entry55_exit10_atr3,55.0,10.0,3.0,OK,,1.0219,1927,107470000.0,36.0,35.23,-0.0092,-0.0161,-1.046,-0.604,-1.365,-0.609,-0.0263,-0.0204,0.3056,0.708,221818.0,-137868.0,-48964.0,-0.000456,756000.0,0.00703,68.45,105707308.0,106463308.0
F1,ktb3,ktb3_day,1h,dn_entry55_exit20_atr2,55.0,20.0,2.0,OK,,1.0219,1927,107470000.0,34.0,33.27,-0.0102,-0.0167,-1.04,-0.642,-1.362,-0.586,-0.0284,-0.0227,0.2647,0.681,264444.0,-139850.0,-53831.0,-0.000501,714000.0,0.00664,64.6,105639748.0,106353748.0
F1,ktb3,ktb3_day,1h,dn_entry55_exit20_atr3,55.0,20.0,3.0,OK,,1.0219,1927,107470000.0,33.0,32.29,-0.0166,-0.0229,-1.397,-1.025,-1.856,-0.669,-0.0342,-0.0287,0.2727,0.567,264444.0,-175011.0,-76159.0,-0.000709,693000.0,0.00645,62.73,104956746.0,105649746.0
F1,ktb3,ktb3_day,5m,dn_entry20_exit10_atr2,20.0,10.0,2.0,OK,,1.022,20262,107510000.0,510.0,499.03,-0.0244,-0.122,-5.892,-1.294,-8.613,-0.961,-0.127,-0.0366,0.2608,0.817,89699.0,-38751.0,-26253.0,-0.000244,10710000.0,0.09962,970.69,94120739.0,104830739.0
F1,ktb3,ktb3_day,5m,dn_entry20_exit10_atr3,20.0,10.0,3.0,OK,,1.022,20262,107510000.0,472.0,461.84,-0.035,-0.1253,-5.599,-1.694,-7.835,-0.962,-0.1303,-0.0465,0.2924,0.767,91739.0,-49400.0,-29135.0,-0.000271,9912000.0,0.0922,898.42,93758490.0,103670490.0
F1,ktb3,ktb3_day,5m,dn_entry20_exit20_atr2,20.0,20.0,2.0,OK,,1.022,20262,107510000.0,441.0,431.51,-0.0212,-0.1056,-4.72,-1.039,-6.847,-0.959,-0.1101,-0.0368,0.2517,0.834,105405.0,-42496.0,-26269.0,-0.000244,9261000.0,0.08614,839.23,95925484.0,105186484.0
F1,ktb3,ktb3_day,5m,dn_entry20_exit20_atr3,20.0,20.0,3.0,OK,,1.022,20262,107510000.0,388.0,379.65,-0.0234,-0.0977,-4.027,-1.046,-5.664,-0.957,-0.102,-0.045,0.3015,0.833,109915.0,-56943.0,-27628.0,-0.000257,8148000.0,0.07579,738.43,96790460.0,104938460.0
F1,ktb3,ktb3_day,5m,dn_entry55_exit10_atr2,55.0,10.0,2.0,OK,,1.022,20262,107510000.0,342.0,334.64,-0.0276,-0.093,-5.98,-1.906,-8.77,-0.962,-0.0967,-0.0382,0.2544,0.708,84368.0,-40659.0,-29854.0,-0.000278,7182000.0,0.0668,651.25,97299958.0,104481958.0
F1,ktb3,ktb3_day,5m,dn_entry55_exit10_atr3,55.0,10.0,3.0,OK,,1.022,20262,107510000.0,309.0,302.35,-0.0295,-0.0886,-5.249,-1.848,-7.383,-0.957,-0.0927,-0.0418,0.301,0.711,85914.0,-51994.0,-31488.0,-0.000293,6489000.0,0.06036,588.48,97780249.0,104269249.0
F1,ktb3,ktb3_day,5m,dn_entry55_exit20_atr2,55.0,20.0,2.0,OK,,1.022,20262,107510000.0,311.0,304.31,-0.0296,-0.0892,-4.908,-1.749,-7.962,-0.949,-0.094,-0.0415,0.2379,0.689,97432.0,-44154.0,-31465.0,-0.000293,6531000.0,0.06075,592.17,97724490.0,104255490.0
F1,ktb3,ktb3_day,5m,dn_entry55_exit20_atr3,55.0,20.0,3.0,OK,,1.022,20262,107510000.0,264.0,258.32,-0.0211,-0.0716,-3.731,-1.158,-5.743,-0.934,-0.0766,-0.0416,0.3068,0.783,103333.0,-58383.0,-29765.0,-0.000277,5544000.0,0.05157,502.76,99651993.0,105195993.0
F1,ktb3,ktb3_day,day,dn_entry20_exit10_atr2,20.0,10.0,2.0,OK,,1.0212,245,107440000.0,6.0,5.88,0.02,0.0189,0.974,1.032,1.381,1.651,-0.0114,-0.0112,0.5,5.581,893333.0,-160070.0,345632.0,0.003217,126000.0,0.00117,11.4,109513790.0,109639790.0
F1,ktb3,ktb3_day,day,dn_entry20_exit10_atr3,20.0,10.0,3.0,OK,,1.0212,245,107440000.0,6.0,5.88,0.0179,0.0167,0.851,0.908,1.216,1.254,-0.0133,-0.0129,0.5,3.722,893333.0,-240000.0,305667.0,0.002845,126000.0,0.00117,11.4,109274000.0,109400000.0
F1,ktb3,ktb3_day,day,dn_entry20_exit20_atr2,20.0,20.0,2.0,OK,,1.0212,245,107440000.0,5.0,4.9,0.024,0.023,1.139,1.185,1.735,2.065,-0.0111,-0.0108,0.4,5.456,1610000.0,-196737.0,504958.0,0.0047,105000.0,0.00098,9.5,109964790.0,110069790.0
F1,ktb3,ktb3_day,day,dn_entry20_exit20_atr3,20.0,20.0,3.0,OK,,1.0212,245,107440000.0,5.0,4.9,0.0218,0.0208,1.018,1.064,1.561,1.562,-0.0133,-0.0129,0.4,3.88,1610000.0,-276667.0,457000.0,0.004254,105000.0,0.00098,9.5,109725000.0,109830000.0
F1,ktb3,ktb3_day,day,dn_entry55_exit10_atr2,55.0,10.0,2.0,OK,,1.0212,245,107440000.0,5.0,4.9,-0.0058,-0.0068,-0.463,-0.398,-0.451,-0.305,-0.0223,-0.0216,0.4,0.491,310000.0,-420604.0,-149362.0,-0.00139,105000.0,0.00098,9.46,106693188.0,106798188.0
F1,ktb3,ktb3_day,day,dn_entry55_exit10_atr3,55.0,10.0,3.0,OK,,1.0212,245,107440000.0,3.0,2.94,0.0048,0.0043,0.264,0.298,0.306,0.281,-0.0151,-0.0149,0.6667,6.889,310000.0,-90000.0,155667.0,0.001449,63000.0,0.00059,5.7,107907000.0,107970000.0
F1,ktb3,ktb3_day,day,dn_entry55_exit20_atr2,55.0,20.0,2.0,OK,,1.0212,245,107440000.0,2.0,1.96,0.0162,0.0158,0.894,0.915,1.138,1.477,-0.0107,-0.0107,1.0,inf,890000.0,,869000.0,0.008088,42000.0,0.00039,3.82,109178000.0,109220000.0
F1,ktb3,ktb3_day,day,dn_entry55_exit20_atr3,55.0,20.0,3.0,OK,,1.0212,245,107440000.0,2.0,1.96,0.0162,0.0158,0.894,0.915,1.138,1.477,-0.0107,-0.0107,1.0,inf,890000.0,,869000.0,0.008088,42000.0,0.00039,3.82,109178000.0,109220000.0
F1,usd,usd_24h,15m,dn_entry20_exit10_atr2,20.0,10.0,2.0,OK,,1.0236,18197,15600000.0,652.0,636.96,-0.0706,-0.1935,-2.177,-0.805,-3.693,-0.918,-0.2107,-0.105,0.296,0.888,46358.0,-21946.0,-4727.0,-0.000303,1956000.0,0.12538,1192.95,12517961.0,14473961.0
F1,usd,usd_24h,15m,dn_entry20_exit10_atr3,20.0,10.0,3.0,OK,,1.0236,18197,15600000.0,605.0,591.04,-0.0636,-0.1776,-1.928,-0.694,-3.04,-0.916,-0.1938,-0.1076,0.3339,0.902,46277.0,-25715.0,-4678.0,-0.0003,1815000.0,0.11635,1106.59,12769938.0,14584938.0
F1,usd,usd_24h,15m,dn_entry20_exit20_atr2,20.0,20.0,2.0,OK,,1.0236,18197,15600000.0,539.0,526.57,-0.0476,-0.1491,-1.528,-0.479,-2.646,-0.892,-0.1671,-0.0856,0.2801,0.919,57132.0,-24191.0,-4408.0,-0.000283,1617000.0,0.10365,986.24,13223954.0,14840954.0
F1,usd,usd_24h,15m,dn_entry20_exit20_atr3,20.0,20.0,3.0,OK,,1.0236,18197,15600000.0,484.0,472.83,-0.0624,-0.1535,-1.488,-0.601,-2.373,-0.892,-0.1721,-0.1072,0.3223,0.901,58263.0,-30744.0,-5056.0,-0.000324,1452000.0,0.09308,885.25,13152941.0,14604941.0
F1,usd,usd_24h,15m,dn_entry55_exit10_atr2,55.0,10.0,2.0,OK,,1.0236,18197,15600000.0,359.0,350.72,-0.093,-0.1606,-2.821,-1.67,-4.672,-0.939,-0.1711,-0.1106,0.2813,0.744,42713.0,-22470.0,-7131.0,-0.000457,1077000.0,0.06904,656.8,13039843.0,14116843.0
F1,usd,usd_24h,15m,dn_entry55_exit10_atr3,55.0,10.0,3.0,OK,,1.0236,18197,15600000.0,332.0,324.34,-0.0917,-0.1542,-2.611,-1.576,-4.015,-0.94,-0.1641,-0.1043,0.3343,0.753,40180.0,-26797.0,-7404.0,-0.000475,996000.0,0.06385,607.09,13141958.0,14137958.0
F1,usd,usd_24h,15m,dn_entry55_exit20_atr2,55.0,20.0,2.0,OK,,1.0236,18197,15600000.0,321.0,313.59,-0.1241,-0.1847,-2.881,-1.98,-5.004,-0.943,-0.1959,-0.1363,0.2523,0.664,48383.0,-24574.0,-9164.0,-0.000587,963000.0,0.06173,587.03,12658261.0,13621261.0
F1,usd,usd_24h,15m,dn_entry55_exit20_atr3,55.0,20.0,3.0,OK,,1.0236,18197,15600000.0,287.0,280.38,-0.1158,-0.1699,-2.428,-1.683,-4.022,-0.945,-0.1799,-0.1296,0.3136,0.706,49144.0,-31823.0,-9433.0,-0.000605,861000.0,0.05519,524.47,12892819.0,13753819.0
F1,usd,usd_24h,1h,dn_entry20_exit10_atr2,20.0,10.0,2.0,OK,,1.0236,4904,15598000.0,162.0,158.26,-0.1215,-0.1521,-1.676,-1.354,-2.767,-0.901,-0.1688,-0.1449,0.2778,0.643,77489.0,-46365.0,-14961.0,-0.000959,486000.0,0.03116,296.05,13174292.0,13660292.0
F1,usd,usd_24h,1h,dn_entry20_exit10_atr3,20.0,10.0,3.0,OK,,1.0236,4904,15598000.0,152.0,148.49,-0.0927,-0.1214,-1.285,-0.987,-2.189,-0.915,-0.1326,-0.1088,0.3158,0.723,80292.0,-51276.0,-12728.0,-0.000816,456000.0,0.02923,277.6,13663341.0,14119341.0
F1,usd,usd_24h,1h,dn_entry20_exit20_atr2,20.0,20.0,2.0,OK,,1.0236,4904,15598000.0,134.0,130.91,-0.0763,-0.1015,-0.985,-0.742,-1.543,-0.765,-0.1327,-0.1089,0.2687,0.757,105194.0,-51063.0,-12084.0,-0.000775,402000.0,0.02577,245.18,13978796.0,14380796.0
F1,usd,usd_24h,1h,dn_entry20_exit20_atr3,20.0,20.0,3.0,OK,,1.0236,4904,15598000.0,116.0,113.32,-0.0425,-0.0643,-0.577,-0.372,-0.918,-0.614,-0.1048,-0.0876,0.3448,0.866,109175.0,-66381.0,-8845.0,-0.000567,348000.0,0.02231,211.95,14572030.0,14920030.0
F1,usd,usd_24h,1h,dn_entry55_exit10_atr2,55.0,10.0,2.0,OK,,1.0236,4904,15598000.0,94.0,91.83,-0.0773,-0.095,-1.269,-1.036,-1.96,-0.939,-0.1011,-0.0838,0.2872,0.624,75889.0,-48976.0,-16110.0,-0.001033,282000.0,0.01808,171.94,14083634.0,14365634.0
F1,usd,usd_24h,1h,dn_entry55_exit10_atr3,55.0,10.0,3.0,OK,,1.0236,4904,15598000.0,86.0,84.02,-0.0345,-0.0507,-0.632,-0.423,-1.038,-0.759,-0.0668,-0.0622,0.3488,0.819,83267.0,-54436.0,-9400.0,-0.000603,258000.0,0.01654,157.07,14789592.0,15047592.0
F1,usd,usd_24h,1h,dn_entry55_exit20_atr2,55.0,20.0,2.0,OK,,1.0236,4904,15598000.0,79.0,77.18,-0.06,-0.0748,-0.872,-0.698,-1.222,-0.715,-0.1046,-0.0961,0.2532,0.699,110950.0,-53826.0,-15111.0,-0.000969,237000.0,0.01519,144.76,14404265.0,14641265.0
F1,usd,usd_24h,1h,dn_entry55_exit20_atr3,55.0,20.0,3.0,OK,,1.0236,4904,15598000.0,67.0,65.45,-0.0043,-0.0169,-0.158,-0.013,-0.234,-0.219,-0.0769,-0.0726,0.3582,0.975,108500.0,-62143.0,-4017.0,-0.000258,201000.0,0.01289,122.52,15328861.0,15529861.0
F1,usd,usd_24h,5m,dn_entry20_exit10_atr2,20.0,10.0,2.0,OK,,1.0236,50696,15608000.0,1747.0,1706.7,-0.0096,-0.3392,-4.168,-0.131,-6.614,-0.972,-0.349,-0.0654,0.2851,0.989,28548.0,-11505.0,-3088.0,-0.000198,5241000.0,0.33579,3191.61,10213984.0,15454984.0
F1,usd,usd_24h,5m,dn_entry20_exit10_atr3,20.0,10.0,3.0,OK,,1.0236,50696,15608000.0,1640.0,1602.17,-0.0408,-0.3504,-3.899,-0.489,-5.8,-0.963,-0.3637,-0.0832,0.3226,0.958,28448.0,-14132.0,-3397.0,-0.000218,4920000.0,0.31522,2995.6,10036370.0,14956370.0
