strategy,product,series,timeframe,params,entry,exit,atr,status,reason,years,bars,capital_krw,trade_count,trades_per_year,cagr_gross,cagr_net,sharpe_net,sharpe_gross,sortino_net,calmar_net,mdd_net,mdd_gross,win_rate,profit_factor,avg_win_krw,avg_loss_krw,expectancy_krw,expectancy_pct_cap,total_cost_krw,total_cost_pct_cap,turnover_per_yr,final_equity_net_krw,final_equity_gross_krw
F1,usd,usd_24h,5m,dn_entry20_exit20_atr2,20.0,20.0,2.0,OK,,1.0236,50696,15608000.0,1473.0,1439.02,0.0187,-0.2587,-2.94,0.231,-4.72,-0.946,-0.2736,-0.0503,0.2512,1.022,38162.0,-12530.0,-2797.0,-0.000179,4419000.0,0.28312,2692.6,11488211.0,15907211.0
F1,usd,usd_24h,5m,dn_entry20_exit20_atr3,20.0,20.0,3.0,OK,,1.0236,50696,15608000.0,1324.0,1293.46,0.0018,-0.2476,-2.456,0.031,-3.969,-0.932,-0.2657,-0.0628,0.2946,1.002,39156.0,-16319.0,-2978.0,-0.000191,3972000.0,0.25448,2418.68,11665328.0,15637328.0
F1,usd,usd_24h,5m,dn_entry55_exit10_atr2,55.0,10.0,2.0,OK,,1.0236,50696,15608000.0,1014.0,990.61,-0.0281,-0.2191,-3.665,-0.501,-5.821,-0.964,-0.2272,-0.0552,0.2988,0.951,28475.0,-12767.0,-3443.0,-0.000221,3042000.0,0.1949,1852.84,12116809.0,15158809.0
F1,usd,usd_24h,5m,dn_entry55_exit10_atr3,55.0,10.0,3.0,OK,,1.0236,50696,15608000.0,955.0,932.97,-0.053,-0.233,-3.647,-0.873,-5.673,-0.959,-0.2431,-0.0739,0.3319,0.916,29044.0,-15758.0,-3887.0,-0.000249,2865000.0,0.18356,1745.37,11896223.0,14761223.0
F1,usd,usd_24h,5m,dn_entry55_exit20_atr2,55.0,20.0,2.0,OK,,1.0236,50696,15608000.0,894.0,873.38,-0.0442,-0.2126,-3.104,-0.665,-5.043,-0.946,-0.2248,-0.0801,0.2651,0.922,35135.0,-13748.0,-3789.0,-0.000243,2682000.0,0.17183,1633.99,12220467.0,14902467.0
F1,usd,usd_24h,5m,dn_entry55_exit20_atr3,55.0,20.0,3.0,OK,,1.0236,50696,15608000.0,810.0,791.31,-0.0581,-0.2107,-2.841,-0.806,-4.466,-0.933,-0.2258,-0.082,0.3136,0.908,35980.0,-18105.0,-4145.0,-0.000266,2430000.0,0.15569,1480.89,12250348.0,14680348.0
F1,usd,usd_day,15m,dn_entry20_exit10_atr2,20.0,10.0,2.0,OK,,1.022,6856,15583000.0,241.0,235.81,-0.0497,-0.0951,-1.168,-0.613,-1.91,-0.892,-0.1067,-0.077,0.2863,0.872,77884.0,-35840.0,-6280.0,-0.000403,723000.0,0.0464,442.27,14069517.0,14792517.0
F1,usd,usd_day,15m,dn_entry20_exit10_atr3,20.0,10.0,3.0,OK,,1.022,6856,15583000.0,223.0,218.2,-0.0311,-0.0732,-0.873,-0.366,-1.407,-0.759,-0.0964,-0.0735,0.3363,0.92,76000.0,-41864.0,-5224.0,-0.000335,669000.0,0.04293,408.91,14418104.0,15087104.0
F1,usd,usd_day,15m,dn_entry20_exit20_atr2,20.0,20.0,2.0,OK,,1.022,6856,15583000.0,211.0,206.46,-0.0514,-0.0912,-1.007,-0.569,-1.657,-0.817,-0.1116,-0.0941,0.2417,0.868,105216.0,-38646.0,-6874.0,-0.000441,633000.0,0.04062,386.83,14132618.0,14765618.0
F1,usd,usd_day,15m,dn_entry20_exit20_atr3,20.0,20.0,3.0,OK,,1.022,6856,15583000.0,183.0,179.06,-0.0332,-0.0677,-0.711,-0.341,-1.186,-0.63,-0.1074,-0.0891,0.3005,0.915,103782.0,-48718.0,-5885.0,-0.000378,549000.0,0.03523,334.99,14506133.0,15055133.0
F1,usd,usd_day,15m,dn_entry55_exit10_atr2,55.0,10.0,2.0,OK,,1.022,6856,15583000.0,141.0,137.97,-0.0689,-0.0955,-1.683,-1.218,-2.094,-0.897,-0.1064,-0.0877,0.305,0.714,63581.0,-39083.0,-10774.0,-0.000691,423000.0,0.02714,258.96,14063830.0,14486830.0
F1,usd,usd_day,15m,dn_entry55_exit10_atr3,55.0,10.0,3.0,OK,,1.022,6856,15583000.0,132.0,129.16,-0.0616,-0.0865,-1.457,-1.038,-1.867,-0.903,-0.0958,-0.0829,0.3485,0.745,62348.0,-44749.0,-10427.0,-0.000669,396000.0,0.02541,242.52,14206584.0,14602584.0
F1,usd,usd_day,15m,dn_entry55_exit20_atr2,55.0,20.0,2.0,OK,,1.022,6856,15583000.0,124.0,121.33,-0.0678,-0.0912,-1.346,-1.004,-1.769,-0.874,-0.1043,-0.0953,0.25,0.728,93290.0,-42695.0,-11699.0,-0.000751,372000.0,0.02387,227.27,14132335.0,14504335.0
F1,usd,usd_day,15m,dn_entry55_exit20_atr3,55.0,20.0,3.0,OK,,1.022,6856,15583000.0,107.0,104.7,-0.0561,-0.0763,-1.087,-0.798,-1.564,-0.814,-0.0937,-0.0859,0.3178,0.775,90559.0,-54408.0,-11344.0,-0.000728,321000.0,0.0206,195.99,14369204.0,14690204.0
F1,usd,usd_day,1h,dn_entry20_exit10_atr2,20.0,10.0,2.0,OK,,1.0219,1864,15581000.0,65.0,63.61,-0.0043,-0.0166,-0.2,-0.025,-0.27,-0.151,-0.11,-0.1066,0.3077,0.979,157500.0,-71534.0,-4062.0,-0.000261,195000.0,0.01252,119.41,15316985.0,15511985.0
F1,usd,usd_day,1h,dn_entry20_exit10_atr3,20.0,10.0,3.0,OK,,1.0219,1864,15581000.0,62.0,60.67,-0.0129,-0.0246,-0.305,-0.143,-0.414,-0.222,-0.1112,-0.108,0.3387,0.939,150095.0,-81904.0,-6323.0,-0.000406,186000.0,0.01194,113.91,15188948.0,15374948.0
F1,usd,usd_day,1h,dn_entry20_exit20_atr2,20.0,20.0,2.0,OK,,1.0219,1864,15581000.0,48.0,46.97,0.0679,0.0589,0.772,0.887,1.088,0.753,-0.0781,-0.0716,0.3125,1.494,218000.0,-66309.0,19538.0,0.001254,144000.0,0.00924,87.96,16518804.0,16662804.0
F1,usd,usd_day,1h,dn_entry20_exit20_atr3,20.0,20.0,3.0,OK,,1.0219,1864,15581000.0,44.0,43.06,0.0687,0.0604,0.748,0.848,1.081,0.865,-0.0698,-0.0638,0.3636,1.47,213938.0,-83168.0,21870.0,0.001404,132000.0,0.00847,80.59,16543282.0,16675282.0
F1,usd,usd_day,1h,dn_entry55_exit10_atr2,55.0,10.0,2.0,OK,,1.0219,1864,15581000.0,37.0,36.21,0.0161,0.0091,0.189,0.311,0.193,0.104,-0.0877,-0.0842,0.4324,1.15,122875.0,-81417.0,3926.0,0.000252,111000.0,0.00712,68.02,15726245.0,15837245.0
F1,usd,usd_day,1h,dn_entry55_exit10_atr3,55.0,10.0,3.0,OK,,1.0219,1864,15581000.0,34.0,33.27,0.0283,0.0219,0.404,0.515,0.413,0.241,-0.0906,-0.0878,0.4706,1.272,131562.0,-91924.0,10246.0,0.000658,102000.0,0.00655,62.6,15929372.0,16031372.0
F1,usd,usd_day,1h,dn_entry55_exit20_atr2,55.0,20.0,2.0,OK,,1.0219,1864,15581000.0,27.0,26.42,0.0461,0.041,0.643,0.72,0.73,0.43,-0.0952,-0.0923,0.3704,1.487,224000.0,-88605.0,24174.0,0.001552,81000.0,0.0052,49.63,16233711.0,16314711.0
F1,usd,usd_day,1h,dn_entry55_exit20_atr3,55.0,20.0,3.0,OK,,1.0219,1864,15581000.0,25.0,24.46,0.0466,0.0418,0.649,0.719,0.752,0.44,-0.0952,-0.0924,0.4,1.48,228700.0,-103027.0,26664.0,0.001711,75000.0,0.00481,46.05,16247588.0,16322588.0
F1,usd,usd_day,5m,dn_entry20_exit10_atr2,20.0,10.0,2.0,OK,,1.022,19618,15584000.0,613.0,599.81,0.1005,-0.0149,-0.202,1.363,-0.318,-0.174,-0.0858,-0.0482,0.3279,1.203,47279.0,-19177.0,-387.0,-2.5e-05,1839000.0,0.11801,1124.25,15346933.0,17185933.0
F1,usd,usd_day,5m,dn_entry20_exit10_atr3,20.0,10.0,3.0,OK,,1.022,19618,15584000.0,582.0,569.48,0.0749,-0.0347,-0.434,0.957,-0.664,-0.352,-0.0987,-0.0547,0.3522,1.136,48629.0,-23277.0,-949.0,-6.1e-05,1746000.0,0.11204,1066.75,15031614.0,16777614.0
F1,usd,usd_day,5m,dn_entry20_exit20_atr2,20.0,20.0,2.0,OK,,1.022,19618,15584000.0,518.0,506.86,0.0684,-0.0291,-0.354,0.861,-0.573,-0.275,-0.1057,-0.0749,0.2664,1.136,65870.0,-21050.0,-894.0,-5.7e-05,1554000.0,0.09972,950.35,15120942.0,16674942.0
F1,usd,usd_day,5m,dn_entry20_exit20_atr3,20.0,20.0,3.0,OK,,1.022,19618,15584000.0,466.0,455.97,0.0583,-0.0294,-0.347,0.715,-0.556,-0.277,-0.1062,-0.0766,0.3176,1.106,65493.0,-27557.0,-1005.0,-6.4e-05,1398000.0,0.08971,854.36,15115724.0,16513724.0
F1,usd,usd_day,5m,dn_entry55_exit10_atr2,55.0,10.0,2.0,OK,,1.022,19618,15584000.0,381.0,372.8,-0.0329,-0.1048,-1.745,-0.563,-2.649,-0.844,-0.1241,-0.0686,0.2861,0.91,48743.0,-21461.0,-4376.0,-0.000281,1143000.0,0.07334,698.96,13916657.0,15059657.0
F1,usd,usd_day,5m,dn_entry55_exit10_atr3,55.0,10.0,3.0,OK,,1.022,19618,15584000.0,361.0,353.23,-0.0283,-0.0964,-1.534,-0.46,-2.361,-0.843,-0.1143,-0.0629,0.3213,0.927,49155.0,-25111.0,-4247.0,-0.000273,1083000.0,0.06949,661.98,14050839.0,15133839.0
F1,usd,usd_day,5m,dn_entry55_exit20_atr2,55.0,20.0,2.0,OK,,1.022,19618,15584000.0,329.0,321.92,-0.0351,-0.0972,-1.431,-0.527,-2.309,-0.896,-0.1085,-0.0651,0.2644,0.901,58701.0,-23414.0,-4700.0,-0.000302,987000.0,0.06333,603.96,14037812.0,15024812.0
F1,usd,usd_day,5m,dn_entry55_exit20_atr3,55.0,20.0,3.0,OK,,1.022,19618,15584000.0,305.0,298.44,-0.0448,-0.1023,-1.477,-0.657,-2.337,-0.908,-0.1128,-0.0696,0.3082,0.885,58213.0,-29313.0,-5338.0,-0.000343,915000.0,0.05871,559.79,13955965.0,14870965.0
F1,usd,usd_day,day,dn_entry20_exit10_atr2,20.0,10.0,2.0,OK,,1.0212,237,15570000.0,7.0,6.85,0.0965,0.0952,1.28,1.298,1.256,1.847,-0.0515,-0.0507,0.5714,3.613,530750.0,-195846.0,216352.0,0.013895,21000.0,0.00135,12.83,17084461.0,17105461.0
F1,usd,usd_day,day,dn_entry20_exit10_atr3,20.0,10.0,3.0,OK,,1.0212,237,15570000.0,7.0,6.85,0.0821,0.0807,1.076,1.092,1.065,1.231,-0.0656,-0.0647,0.5714,2.598,530750.0,-272344.0,183567.0,0.01179,21000.0,0.00135,12.85,16854968.0,16875968.0
F1,usd,usd_day,day,dn_entry20_exit20_atr2,20.0,20.0,2.0,OK,,1.0212,237,15570000.0,7.0,6.85,0.0899,0.0886,1.161,1.177,1.202,1.531,-0.0579,-0.0571,0.5714,3.436,504750.0,-195846.0,201494.0,0.012941,21000.0,0.00135,12.83,16980461.0,17001461.0
F1,usd,usd_day,day,dn_entry20_exit20_atr3,20.0,20.0,3.0,OK,,1.0212,237,15570000.0,7.0,6.85,0.0722,0.0709,0.922,0.938,0.964,0.944,-0.0752,-0.0743,0.5714,2.322,504750.0,-289831.0,161215.0,0.010354,21000.0,0.00135,12.84,16698506.0,16719506.0
F1,usd,usd_day,day,dn_entry55_exit10_atr2,55.0,10.0,2.0,OK,,1.0212,237,15570000.0,5.0,4.9,0.0085,0.0075,0.171,0.189,0.095,0.127,-0.0592,-0.0588,0.4,1.208,391000.0,-215807.0,23916.0,0.001536,15000.0,0.00096,9.2,15689580.0,15704580.0
F1,usd,usd_day,day,dn_entry55_exit10_atr3,55.0,10.0,3.0,OK,,1.0212,237,15570000.0,5.0,4.9,-0.0092,-0.0102,-0.15,-0.134,-0.082,-0.152,-0.067,-0.0666,0.4,0.842,391000.0,-309501.0,-32301.0,-0.002075,15000.0,0.00096,9.19,15408497.0,15423497.0
F1,usd,usd_day,day,dn_entry55_exit20_atr2,55.0,20.0,2.0,OK,,1.0212,237,15570000.0,5.0,4.9,0.0019,0.001,0.048,0.065,0.031,0.015,-0.0657,-0.0653,0.4,1.047,339000.0,-215807.0,3116.0,0.0002,15000.0,0.00096,9.19,15585580.0,15600580.0
F1,usd,usd_day,day,dn_entry55_exit20_atr3,55.0,20.0,3.0,OK,,1.0212,237,15570000.0,5.0,4.9,-0.0158,-0.0167,-0.251,-0.235,-0.156,-0.227,-0.0736,-0.0732,0.4,0.73,339000.0,-309501.0,-53101.0,-0.00341,15000.0,0.00096,9.19,15304497.0,15319497.0
F2,kosdaq150,kosdaq150_day,15m,EMA50_200,,,,OK,,1.022,7121,21792000.0,44.0,43.05,-0.4016,-0.4076,-0.42,-0.416,-0.54,-0.629,-0.648,-0.6441,0.3182,0.577,867929.0,-701667.0,-205250.0,-0.009419,132000.0,0.00606,67.02,12761000.0,12893000.0
F2,kosdaq150,kosdaq150_day,15m,SMA50_200,,,,OK,,1.022,7121,21792000.0,47.0,45.99,-0.0288,-0.0351,0.151,0.164,0.198,-0.08,-0.437,-0.435,0.4043,0.964,914789.0,-643643.0,-16638.0,-0.000764,141000.0,0.00647,70.18,21010000.0,21151000.0
F2,kosdaq150,kosdaq150_day,1h,EMA50_200,,,,OK,,1.022,1965,21498000.0,12.0,11.74,0.2134,0.2118,0.702,0.705,1.0,1.057,-0.2004,-0.1998,0.3333,1.945,2418500.0,-621750.0,388667.0,0.018079,36000.0,0.00167,17.21,26162000.0,26198000.0
F2,kosdaq150,kosdaq150_day,1h,SMA50_200,,,,OK,,1.022,1965,21498000.0,11.0,10.76,0.1586,0.1571,0.581,0.584,0.821,0.775,-0.2026,-0.2022,0.3636,1.592,2346000.0,-842000.0,314273.0,0.014619,33000.0,0.00154,17.28,24955000.0,24988000.0
F2,kosdaq150,kosdaq150_day,5m,EMA50_200,,,,OK,,1.022,20375,21792000.0,143.0,139.92,-0.6682,-0.688,-1.015,-1.01,-1.34,-0.891,-0.7719,-0.7561,0.2168,0.579,654226.0,-312643.0,-106042.0,-0.004866,429000.0,0.01969,217.12,6628000.0,7057000.0
F2,kosdaq150,kosdaq150_day,5m,SMA50_200,,,,OK,,1.022,20375,21792000.0,127.0,124.26,-0.358,-0.3753,-0.829,-0.786,-1.145,-0.659,-0.5694,-0.559,0.3071,0.754,622897.0,-366250.0,-65496.0,-0.003006,381000.0,0.01748,192.51,13474000.0,13855000.0
F2,kosdaq150,kosdaq150_day,day,EMA50_200,,,,INSUFFICIENT_DATA,"slow=200, signal bars 46 < 100",,246,,,,,,,,,,,,,,,,,,,,,,
F2,kosdaq150,kosdaq150_day,day,SMA50_200,,,,INSUFFICIENT_DATA,"slow=200, signal bars 46 < 100",,246,,,,,,,,,,,,,,,,,,,,,,
F2,kospi200,kospi200_24h,15m,EMA50_200,,,,OK,,1.0236,18899,383300000.0,91.0,88.9,-0.0727,-0.0787,-0.101,-0.083,-0.108,-0.212,-0.3714,-0.3694,0.3516,0.924,10818750.0,-6350847.0,-339187.0,-0.000885,2366000.0,0.00617,101.04,352434000.0,354800000.0
F2,kospi200,kospi200_24h,15m,SMA50_200,,,,OK,,1.0236,18899,383300000.0,104.0,101.6,-0.2591,-0.2661,-0.663,-0.644,-0.726,-0.627,-0.4245,-0.4214,0.3654,0.756,8251316.0,-6286174.0,-1000399.0,-0.00261,2704000.0,0.00705,111.41,279258500.0,281962500.0
F2,kospi200,kospi200_24h,1h,EMA50_200,,,,OK,,1.0237,5095,382450000.0,31.0,30.28,0.1037,0.1017,0.427,0.432,0.435,0.29,-0.3502,-0.3496,0.2581,1.196,30998437.0,-9014130.0,1285694.0,0.003362,806000.0,0.00211,32.25,422306500.0,423112500.0
F2,kospi200,kospi200_24h,1h,SMA50_200,,,,OK,,1.0237,5095,382450000.0,22.0,21.49,0.4992,0.4978,1.47,1.474,1.61,2.203,-0.2259,-0.2257,0.5455,2.731,25830208.0,-11350000.0,8904114.0,0.023282,572000.0,0.0015,24.47,578340500.0,578912500.0
F2,kospi200,kospi200_24h,5m,EMA50_200,,,,OK,,1.0236,54664,383387500.0,291.0,284.28,0.1514,0.1322,0.51,0.563,0.729,0.858,-0.1541,-0.1515,0.3093,1.099,7353333.0,-2996455.0,178510.0,0.000466,7566000.0,0.01973,314.62,435334000.0,442900000.0
F2,kospi200,kospi200_24h,5m,SMA50_200,,,,OK,,1.0236,54664,383387500.0,329.0,321.4,-0.4741,-0.4963,-1.028,-0.985,-1.155,-0.914,-0.5431,-0.5256,0.3252,0.774,5930023.0,-3690653.0,-587740.0,-0.001533,8554000.0,0.02231,355.53,190021000.0,198575000.0
F2,kospi200,kospi200_day,15m,EMA50_200,,,,OK,,1.022,7110,383300000.0,39.0,38.16,-0.0782,-0.0808,-0.077,-0.07,-0.09,-0.256,-0.3151,-0.314,0.2308,0.891,27697222.0,-9329583.0,-810936.0,-0.002116,1014000.0,0.00265,42.81,351673500.0,352687500.0
F2,kospi200,kospi200_day,15m,SMA50_200,,,,OK,,1.022,7110,383300000.0,35.0,34.25,0.3267,0.3244,1.151,1.158,1.35,1.697,-0.1912,-0.1906,0.4,1.732,21698214.0,-8350595.0,3642929.0,0.009504,910000.0,0.00237,39.04,510802500.0,511712500.0
F2,kospi200,kospi200_day,1h,EMA50_200,,,,OK,,1.022,1965,382037500.0,11.0,10.76,0.5476,0.5469,1.805,1.807,2.299,4.023,-0.136,-0.1359,0.6364,7.839,35192857.0,-7856250.0,19512636.0,0.051075,286000.0,0.00075,12.12,596676500.0,596962500.0
F2,kospi200,kospi200_day,1h,SMA50_200,,,,OK,,1.022,1965,382037500.0,9.0,8.81,0.4912,0.4906,1.573,1.575,1.921,3.171,-0.1547,-0.1545,0.5556,4.429,49780000.0,-14050000.0,21385111.0,0.055976,234000.0,0.00061,9.75,574503500.0,574737500.0
F2,kospi200,kospi200_day,5m,EMA50_200,,,,OK,,1.022,20338,383387500.0,84.0,82.19,0.1594,0.1539,0.694,0.714,0.833,0.654,-0.2353,-0.2334,0.4048,1.226,9981250.0,-5535750.0,718940.0,0.001875,2184000.0,0.0057,93.8,443778500.0,445962500.0
F2,kospi200,kospi200_day,5m,SMA50_200,,,,OK,,1.022,20338,383387500.0,110.0,107.63,-0.2316,-0.239,-0.553,-0.532,-0.63,-0.522,-0.4581,-0.4552,0.3636,0.804,9311250.0,-6613750.0,-848841.0,-0.002214,2860000.0,0.00746,124.3,290015000.0,292875000.0
F2,kospi200,kospi200_day,day,EMA50_200,,,,INSUFFICIENT_DATA,"slow=200, signal bars 46 < 100",,246,,,,,,,,,,,,,,,,,,,,,,
F2,kospi200,kospi200_day,day,SMA50_200,,,,INSUFFICIENT_DATA,"slow=200, signal bars 46 < 100",,246,,,,,,,,,,,,,,,,,,,,,,
F2,ktb10,ktb10_day,15m,EMA50_200,,,,OK,,1.022,7087,119360000.0,39.0,38.16,0.0388,0.0321,0.619,0.741,1.03,0.721,-0.0444,-0.0429,0.359,1.481,1040000.0,-393200.0,100282.0,0.00084,819000.0,0.00686,71.17,123271000.0,124090000.0
F2,ktb10,ktb10_day,15m,SMA50_200,,,,OK,,1.022,7087,119360000.0,41.0,40.12,0.0299,0.0229,0.445,0.575,0.745,0.52,-0.0439,-0.0422,0.439,1.329,818889.0,-482174.0,68024.0,0.00057,861000.0,0.00721,74.5,122149000.0,123010000.0
F2,ktb10,ktb10_day,1h,EMA50_200,,,,OK,,1.0219,1927,119360000.0,14.0,13.7,0.0021,-0.0003,0.084,0.123,0.132,-0.006,-0.0481,-0.0475,0.2143,1.028,3156667.0,-837273.0,-2429.0,-2e-05,294000.0,0.00246,25.71,119326000.0,119620000.0
F2,ktb10,ktb10_day,1h,SMA50_200,,,,OK,,1.0219,1927,119360000.0,11.0,10.76,0.0344,0.0325,0.605,0.638,0.908,0.861,-0.0378,-0.0362,0.4545,1.778,1920000.0,-900000.0,360818.0,0.003023,231000.0,0.00194,19.54,123329000.0,123560000.0
F2,ktb10,ktb10_day,5m,EMA50_200,,,,OK,,1.022,20281,119360000.0,122.0,119.38,0.0393,0.0183,0.346,0.729,0.633,0.423,-0.0433,-0.0391,0.3607,1.248,548864.0,-248077.0,18344.0,0.000154,2562000.0,0.02146,221.38,121598000.0,124160000.0
F2,ktb10,ktb10_day,5m,SMA50_200,,,,OK,,1.022,20281,119360000.0,125.0,122.31,0.0338,0.0123,0.245,0.631,0.447,0.328,-0.0373,-0.0352,0.416,1.19,495962.0,-296849.0,11960.0,0.0001,2625000.0,0.02199,227.5,120855000.0,123480000.0
F2,ktb10,ktb10_day,day,EMA50_200,,,,INSUFFICIENT_DATA,"slow=200, signal bars 46 < 100",,246,,,,,,,,,,,,,,,,,,,,,,
F2,ktb10,ktb10_day,day,SMA50_200,,,,INSUFFICIENT_DATA,"slow=200, signal bars 46 < 100",,246,,,,,,,,,,,,,,,,,,,,,,
F2,ktb3,ktb3_day,15m,EMA50_200,,,,OK,,1.022,7087,107490000.0,49.0,47.95,0.003,-0.0064,-0.212,0.191,-0.368,-0.306,-0.0208,-0.0178,0.2653,1.078,350000.0,-117222.0,-14265.0,-0.000133,1029000.0,0.00957,93.56,106791000.0,107820000.0
F2,ktb3,ktb3_day,15m,SMA50_200,,,,OK,,1.022,7087,107490000.0,41.0,40.12,0.0255,0.0176,0.802,1.159,1.31,1.547,-0.0114,-0.011,0.4634,2.041,288947.0,-122273.0,47293.0,0.00044,861000.0,0.00801,78.09,109429000.0,110290000.0
F2,ktb3,ktb3_day,1h,EMA50_200,,,,OK,,1.0219,1927,107470000.0,10.0,9.79,0.0168,0.0148,0.726,0.805,1.081,0.985,-0.0151,-0.0147,0.3,2.343,1070000.0,-195714.0,163000.0,0.001517,210000.0,0.00195,19.15,109100000.0,109310000.0
F2,ktb3,ktb3_day,1h,SMA50_200,,,,OK,,1.0219,1927,107470000.0,13.0,12.72,0.0097,0.0072,0.347,0.463,0.506,0.363,-0.0197,-0.0181,0.3846,1.522,618000.0,-253750.0,60538.0,0.000563,273000.0,0.00254,24.62,108257000.0,108530000.0
F2,ktb3,ktb3_day,5m,EMA50_200,,,,OK,,1.022,20262,107510000.0,118.0,115.46,0.0031,-0.0195,-0.763,0.178,-1.098,-0.625,-0.0311,-0.02,0.3136,1.048,200811.0,-87531.0,-18119.0,-0.000169,2478000.0,0.02305,224.87,105372000.0,107850000.0
F2,ktb3,ktb3_day,5m,SMA50_200,,,,OK,,1.022,20262,107510000.0,117.0,114.48,0.0056,-0.0167,-0.707,0.264,-0.94,-0.574,-0.0292,-0.0158,0.3932,1.09,162609.0,-96620.0,-15701.0,-0.000146,2457000.0,0.02285,222.71,105673000.0,108130000.0
F2,ktb3,ktb3_day,day,EMA50_200,,,,INSUFFICIENT_DATA,"slow=200, signal bars 46 < 100",,246,,,,,,,,,,,,,,,,,,,,,,
F2,ktb3,ktb3_day,day,SMA50_200,,,,INSUFFICIENT_DATA,"slow=200, signal bars 46 < 100",,246,,,,,,,,,,,,,,,,,,,,,,
F2,usd,usd_24h,15m,EMA50_200,,,,OK,,1.0236,18197,15600000.0,106.0,103.55,0.0291,0.0092,0.1,0.278,0.142,0.081,-0.114,-0.1044,0.2736,1.107,165828.0,-56416.0,1387.0,8.9e-05,318000.0,0.02038,193.36,15747000.0,16065000.0
F2,usd,usd_24h,15m,SMA50_200,,,,OK,,1.0236,18197,15600000.0,111.0,108.44,0.0253,0.0044,0.088,0.286,0.132,0.047,-0.0956,-0.0925,0.3694,1.088,121341.0,-65300.0,640.0,4.1e-05,333000.0,0.02135,202.79,15671000.0,16004000.0
F2,usd,usd_24h,1h,EMA50_200,,,,OK,,1.0236,4904,15598000.0,20.0,19.54,0.0758,0.0721,0.731,0.769,0.94,1.164,-0.0619,-0.0607,0.25,1.708,584800.0,-114133.0,57600.0,0.003693,60000.0,0.00385,36.26,16750000.0,16810000.0
F2,usd,usd_24h,1h,SMA50_200,,,,OK,,1.0236,4904,15598000.0,23.0,22.47,0.0807,0.0763,0.819,0.864,1.058,0.995,-0.0767,-0.0735,0.4348,1.615,338400.0,-161154.0,53043.0,0.003401,69000.0,0.00442,42.32,16818000.0,16887000.0
F2,usd,usd_24h,5m,EMA50_200,,,,OK,,1.0236,50696,15608000.0,279.0,272.56,0.0201,-0.0322,-0.269,0.23,-0.392,-0.317,-0.1017,-0.0856,0.2939,1.047,87463.0,-34772.0,-1846.0,-0.000118,837000.0,0.05363,509.22,15093000.0,15930000.0
F2,usd,usd_24h,5m,SMA50_200,,,,OK,,1.0236,50696,15608000.0,314.0,306.76,0.0347,-0.0243,-0.201,0.397,-0.315,-0.225,-0.108,-0.0908,0.3854,1.073,67058.0,-39171.0,-1236.0,-7.9e-05,942000.0,0.06035,574.12,15220000.0,16162000.0
F2,usd,usd_day,15m,EMA50_200,,,,OK,,1.022,6856,15583000.0,36.0,35.23,0.1321,0.1254,1.383,1.465,2.028,2.21,-0.0567,-0.0555,0.25,2.222,425667.0,-63852.0,55528.0,0.003563,108000.0,0.00693,65.65,17582000.0,17690000.0
F2,usd,usd_day,15m,SMA50_200,,,,OK,,1.022,6856,15583000.0,32.0,31.31,0.1,0.094,1.065,1.134,1.433,1.599,-0.0588,-0.0557,0.4375,1.89,241857.0,-99556.0,46812.0,0.003004,96000.0,0.00616,58.84,17081000.0,17177000.0
F2,usd,usd_day,1h,EMA50_200,,,,OK,,1.0219,1864,15581000.0,12.0,11.74,0.0198,0.0176,0.19,0.213,0.231,0.131,-0.1339,-0.1327,0.3333,1.176,527750.0,-224375.0,23333.0,0.001498,36000.0,0.00231,21.8,15861000.0,15897000.0
F2,usd,usd_day,1h,SMA50_200,,,,OK,,1.0219,1864,15581000.0,10.0,9.79,-0.0118,-0.0137,-0.097,-0.077,-0.111,-0.095,-0.1445,-0.143,0.4,0.897,410250.0,-304833.0,-21800.0,-0.001399,30000.0,0.00193,18.36,15363000.0,15393000.0
F2,usd,usd_day,5m,EMA50_200,,,,OK,,1.022,19618,15584000.0,103.0,100.78,0.1052,0.0859,0.983,1.214,1.594,1.29,-0.0665,-0.0628,0.301,1.514,159419.0,-45333.0,13291.0,0.000853,309000.0,0.01983,188.65,16953000.0,17262000.0
F2,usd,usd_day,5m,SMA50_200,,,,OK,,1.022,19618,15584000.0,117.0,114.48,0.1064,0.0844,1.049,1.326,1.802,1.442,-0.0585,-0.0536,0.3761,1.459,122614.0,-50671.0,11496.0,0.000738,351000.0,0.02252,215.23,16929000.0,17280000.0
F2,usd,usd_day,day,EMA50_200,,,,INSUFFICIENT_DATA,"slow=200, signal bars 38 < 100",,238,,,,,,,,,,,,,,,,,,,,,,
F2,usd,usd_day,day,SMA50_200,,,,INSUFFICIENT_DATA,"slow=200, signal bars 38 < 100",,238,,,,,,,,,,,,,,,,,,,,,,
benchmark,kosdaq150,kosdaq150_day,day,long_1contract_buyhold,,,,OK,,1.0212,246,21271000.0,1.0,0.98,,-0.0056,0.267,,0.394,,-0.4996,,,,,,-122000.0,,3000.0,,,21149000.0,21152000.0
benchmark,kospi200,kospi200_day,day,long_1contract_buyhold,,,,OK,,1.0212,246,372625000.0,1.0,0.98,,0.393,1.836,,2.402,,-0.4179,,,,,,150124000.0,,26000.0,,,522749000.0,522775000.0
benchmark,ktb10,ktb10_day,day,long_1contract_buyhold,,,,OK,,1.0212,246,119360000.0,1.0,0.98,,-0.1074,-1.79,,-2.809,,-0.127,,,,,,-13081000.0,,21000.0,,,106279000.0,106300000.0
