unit_key,index_names,n_etfs,etfs,first,last,class,reason
kedik수출핵심기업top30지수(pr),KEDI K수출핵심기업TOP30 지수(PR),1,0074K0 KoAct K수출핵심기업TOP30액티브,20250708,20260921,포함,
iselect방산top10지수(pricereturn),iSelect 방산 TOP10 지수(Price Return),1,0080G0 KODEX 방산TOP10,20250715,20260921,포함,
코스피200금융고배당top10지수,코스피 200 금융 고배당 TOP 10 지수,1,0089D0 KODEX 금융고배당TOP10,20250812,20260921,포함,
fnguide한국원자력smr지수(pr),FnGuide 한국원자력 SMR 지수(PR),1,0092B0 SOL 한국원자력SMR,20250819,20260921,포함,
iselect코리아원자력지수(pricereturn),iSelect 코리아 원자력 지수 (Price Return),1,0091P0 TIGER 코리아원자력,20250819,20260921,포함,
akrosk방산소부장지수(pr),Akros K방산소부장 지수(PR),1,0090B0 PLUS K방산소부장,20250826,20260921,포함,
fnguideai반도체top10지수,FnGuide AI반도체TOP10 지수,1,0093A0 RISE AI반도체TOP10,20250826,20260921,포함,
iselect원자력smr지수(pricereturn),iSelect 원자력SMR 지수(Price Return),1,0098F0 KODEX 원자력SMR,20250916,20260921,포함,
fnguide고배당주플러스자사주지수(pr),FnGuide 고배당주 플러스 자사주 지수 (PR),1,0098N0 PLUS 자사주매입고배당주,20250916,20260921,포함,
krx-akrosai전력인프라지수,KRX-Akros AI 전력인프라 지수,1,0101N0 RISE AI전력인프라,20250923,20260921,포함,
fnguide코리아고배당지수(pr),FnGuide 코리아 고배당 지수(PR),1,0105E0 SOL 코리아고배당,20250923,20260921,포함,
kedi한국ai소프트웨어지수(pr),KEDI 한국AI소프트웨어 지수(PR),1,0105D0 SOL 한국AI소프트웨어,20250923,20260921,포함,
iselectk소버린ai지수,iSelect K소버린AI 지수,1,0103T0 1Q K소버린AI,20250930,20260921,포함,
krx코리아소버린ai지수,KRX 코리아 소버린 AI 지수,1,0115E0 KODEX 코리아소버린AI,20251021,20260921,포함,
kedi코리아ai전력기기top3플러스지수,KEDI 코리아AI전력기기TOP3플러스 지수,1,0117V0 TIGER 코리아AI전력기기TOP3플러스,20251021,20260921,포함,
fnguide증권고배당top3플러스지수,FnGuide 증권 고배당 TOP3 플러스 지수,1,0111J0 HANARO 증권고배당TOP3플러스,20251028,20260921,포함,
krx조선top10,KRX 조선 TOP10,1,0115D0 KODEX 조선TOP10,20251028,20260921,포함,
fnguide카카오그룹포커스지수,FnGuide 카카오그룹 포커스 지수,1,0120J0 BNK 카카오그룹포커스,20251202,20260921,포함,
krx-akros고배당주20지수,KRX-Akros 고배당주 20 지수,1,0139P0 ACE 고배당주,20251216,20260921,포함,
fnguide동학개미지수,FnGuide 동학개미 지수,1,0138D0 RISE 동학개미,20251216,20260921,포함,
fnguide조선기자재지수(pr),FnGuide 조선기자재 지수(PR),1,0141S0 SOL 조선기자재,20251216,20260921,포함,
kedi코리아휴머노이드로봇산업지수(pr),KEDI 코리아 휴머노이드로봇산업 지수 (PR),1,0148J0 TIGER 코리아휴머노이드로봇산업,20260106,20260921,포함,
fnguide수소전력ess인프라지수(pr),FnGuide 수소전력ESS인프라 지수(PR),1,0150K0 KoAct 수소전력ESS인프라액티브,20260113,20260921,포함,
fnguide배당성향탑픽지수(pr),FnGuide 배당성향탑픽 지수(PR),1,0152E0 SOL 배당성향탑픽액티브,20260113,20260921,포함,
akros주주환원고배당지수(pricereturn),Akros 주주환원 고배당 지수 (Price Return),1,0153K0 KODEX 주주환원고배당주,20260120,20260921,포함,
kap코리아전략산업지수,KAP 코리아전략산업지수,1,0151P0 RISE 코리아전략산업액티브,20260120,20260921,포함,
iselect초대형ib&금융지주지수,iSelect 초대형IB&금융지주 지수,1,0154F0 WON 초대형IB&금융지주,20260120,20260921,포함,
iselectk휴머노이드테마top10지수,iSelect K휴머노이드테마TOP10 지수,1,0155N0 HANARO K휴머노이드테마TOP10,20260226,20260921,포함,
코스닥,코스닥,5,0162Y0 TIME 코스닥액티브 | 0163Y0 KoAct 코스닥액티브 | 0191B0 MIDAS 코스닥액티브 | 0204S0 TIGER 코스닥액티브 | 0220B0 DS 코스닥액티브,20260310,20260921,제외,시장 대표지수(§1 목록)
fnguideai반도체top2플러스지수(pr),FnGuide AI반도체 TOP2 플러스 지수(PR),1,0167A0 SOL AI반도체TOP2플러스,20260317,20260921,포함,
krx기술이전바이오지수,KRX 기술이전 바이오 지수,1,0168K0 TIGER 기술이전바이오액티브,20260317,20260921,포함,
akrosk제조업50지수,Akros K제조업 50 지수,1,0166S0 PLUS K제조업핵심기업액티브,20260324,20260921,포함,
iselectk수출핵심산업지수(시장가격),iSelect K수출핵심산업 지수 (시장가격),1,0172Y0 ACE K수출핵심TOP10산업액티브,20260331,20260921,포함,
iselect두산그룹포커스지수,iSelect 두산그룹 포커스 지수,1,0177A0 WON 두산그룹포커스,20260331,20260921,포함,
akrosk-휴머노이드로봇top2+지수(시장가격),Akros K-휴머노이드 로봇 TOP2+ 지수 (시장가격),1,0177X0 ACE K휴머노이드로봇산업TOP2+,20260407,20260921,포함,
nicek반도체top2max+지수,NICE K반도체 TOP2 MAX+ 지수,1,0182R0 1Q K반도체TOP2+,20260414,20260921,포함,
kedi현대차고정피지컬ai지수,KEDI 현대차고정피지컬AI 지수,1,0190C0 RISE 현대차고정피지컬AI,20260512,20260921,포함,
fnguidek-바이오밸런스드지수,FnGuide K-바이오 밸런스드 지수,1,0184V0 UNICORN 코스닥바이오액티브,20260512,20260921,포함,
코스닥top10지수,코스닥 TOP 10 지수,1,0192T0 SOL 코스닥TOP10,20260519,20260921,포함,
krx-akros금융&지주고배당지수,KRX-Akros 금융 & 지주 고배당 지수,1,0189Z0 DAISHIN343 금융&지주고배당,20260609,20260921,포함,
akros현대차로보틱스밸류체인top3플러스지수(pr),Akros 현대차로보틱스 밸류체인 TOP3 플러스 지수 (PR),1,0204D0 KODEX 현대차로보틱스밸류체인TOP3플러스,20260609,20260921,포함,
akros우주항공밸류체인지수(pr),Akros 우주항공밸류체인 지수(PR),1,0207G0 SOL 우주항공밸류체인,20260616,20260921,포함,
krxk-ai반도체top2+지수,KRX K-AI 반도체TOP2+ 지수,1,0210A0 ACE K반도체TOP2+,20260623,20260921,포함,
akros코리아ai전력top10지수(시장가격),Akros 코리아 AI전력 TOP 10 지수 (시장가격),1,0209Z0 ACE 코리아AI전력TOP10,20260623,20260921,포함,
akros한국전고체배터리esstop2플러스지수(pricereturn),Akros 한국 전고체 배터리 ESS TOP2 플러스 지수(Price Return),1,0209D0 KODEX 전고체배터리ESS TOP2플러스,20260623,20260921,포함,
krxk-ai방산top5+지수,KRX K-AI 방산TOP5+ 지수,1,0216Z0 ACE K방산TOP5+,20260707,20260921,포함,
fnguide저궤도위성&광통신인프라지수,FnGuide 저궤도위성 & 광통신 인프라 지수,1,0219B0 KoAct 광통신&위성네트워크액티브,20260714,20260921,포함,
krxk-ai바이오테크코스닥지수,KRX K-AI 바이오테크 코스닥 지수,1,0221Z0 ACE K바이오코스닥액티브,20260721,20260921,포함,
fnguide스마트카지수,FnGuide 스마트카 지수,1,0218K0 BNK 스마트카,20260721,20260921,포함,
fnguide피지컬aitop2플러스지수,FnGuide 피지컬AI TOP2플러스 지수,1,0226G0 WON 피지컬AI TOP2플러스액티브,20260804,20260921,포함,
kapai데이터센터밸류체인지수,KAP AI데이터센터밸류체인지수,1,0222F0 마이티 AI데이터센터밸류체인,20260804,20260921,포함,
iselect반도체top2+전략산업지수(시장가격),iSelect 반도체 TOP2+전략산업 지수 (시장가격),1,0228G0 ACE 반도체Plus전략산업,20260811,20260921,포함,
akros삼성sk그룹top4+지수,Akros 삼성SK그룹 TOP4+ 지수,1,0234N0 KIWOOM 삼성SK그룹TOP4+,20260901,20260921,포함,
fnguide신약포커스바이오지수,FnGuide 신약포커스바이오 지수,1,0229F0 마이티 신약포커스바이오액티브,20260901,20260921,포함,
akros한국ai반도체소부장지수,Akros 한국 AI 반도체 소부장 지수,1,0239Z0 PLUS AI반도체소부장액티브,20260915,20260921,포함,
akros한국hbm반도체지수,Akros 한국 HBM 반도체 지수,1,0239Y0 PLUS 코리아HBM반도체,20260915,20260921,포함,
