symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,exit_type,holding_sessions
KRW-ETH,2024-10-21 00:00:00,2024-10-23 00:00:00,3739869.0,3512706.152148814,367,-84699612.70180464,STOP,3
KRW-BTC,2024-10-05 00:00:00,2024-10-28 00:00:00,83845902.0,97579281.22429146,27,368351999.0823417,TARGET,24
KRW-SOL,2024-10-06 00:00:00,2024-10-29 00:00:00,193196.55,250162.03913427287,9531,540825251.5822353,TARGET,24
KRW-ADA,2024-10-07 00:00:00,2024-11-08 00:00:00,480.6402,610.4131249801832,2298852,297074663.07742524,TARGET,33
KRW-ETH,2024-10-28 00:00:00,2024-11-09 00:00:00,3497748.0,4191300.6163713792,388,267606739.72051907,TARGET,13
KRW-ADA,2024-11-09 00:00:00,2024-11-10 00:00:00,620.31,806.7423563646242,3820599,709557176.89149,TARGET,2
KRW-DOT,2024-11-13 00:00:00,2024-11-14 00:00:00,7558.7775,6680.312465655233,375287,-332348380.02211523,STOP,2
KRW-XRP,2024-11-14 00:00:00,2024-11-16 00:00:00,977.98875,1299.0252513900411,2320450,742307301.0807576,TARGET,3
KRW-ETH,2025-01-03 00:00:00,2025-01-13 00:00:00,5134566.0,4633489.204137941,454,-229706213.85271406,STOP,11
KRW-SOL,2025-01-22 00:00:00,2025-02-02 00:00:00,371735.775,312246.2051704804,5159,-308671022.2683413,STOP,12
KRW-ADA,2024-12-28 00:00:00,2025-02-03 00:00:00,1320.66,1044.4164188958794,2210006,-613113388.2397027,STOP,38
KRW-SOL,2025-02-05 00:00:00,2025-02-17 00:00:00,325862.85,268436.24054389604,7111,-410473650.25878406,STOP,13
KRW-BTC,2025-01-11 00:00:00,2025-02-24 00:00:00,142685307.0,133236399.13914637,13,-124629293.2810018,STOP,45
KRW-XRP,2025-02-15 00:00:00,2025-02-24 00:00:00,4120.059,3494.5890318088323,450008,-283179815.7115202,STOP,10
KRW-DOT,2025-05-11 00:00:00,2025-05-15 00:00:00,7354.6755,6664.247502197125,166765,-116308157.90082717,STOP,5
KRW-ADA,2025-05-11 00:00:00,2025-05-18 00:00:00,1163.5815,1033.5489097227714,1054079,-138222597.23940563,STOP,8
KRW-DOT,2025-05-23 00:00:00,2025-05-27 00:00:00,6861.429,6107.867959414505,137070,-104179462.60016716,STOP,5
KRW-ADA,2025-05-22 00:00:00,2025-05-31 00:00:00,1070.535,940.893837275979,1098167,-143472089.13112247,STOP,10
KRW-DOGE,2025-05-10 00:00:00,2025-06-05 00:00:00,286.74330000000003,255.96260524656182,5346712,-166026356.09457135,STOP,27
KRW-SOL,2025-04-28 00:00:00,2025-06-21 00:00:00,213656.775,189785.54384372247,11817,-284470077.5146198,STOP,55
KRW-BTC,2025-04-28 00:00:00,2025-07-11 00:00:00,135227580.0,157685277.96430933,18,401602347.63588905,TARGET,75
KRW-XRP,2025-07-14 00:00:00,2025-07-18 00:00:00,3847.923,4818.908212759405,502988,486214254.14640594,TARGET,5
KRW-ETH,2025-07-15 00:00:00,2025-07-20 00:00:00,4125061.5,5039190.247339501,375,341079983.0496867,TARGET,6
KRW-DOGE,2025-07-20 00:00:00,2025-07-31 00:00:00,331.1655,291.9453733986588,5203668,-205709748.8075266,STOP,12
KRW-ADA,2025-07-20 00:00:00,2025-08-01 00:00:00,1136.568,1011.8175329210356,1516209,-190776481.67957163,STOP,13
KRW-SOL,2025-07-20 00:00:00,2025-08-02 00:00:00,242671.275,222406.3059686345,7101,-145552803.0429554,STOP,14
KRW-DOT,2025-08-14 00:00:00,2025-08-19 00:00:00,5837.9175,5221.205706988011,273040,-169896779.46421146,STOP,6
KRW-BTC,2025-07-13 00:00:00,2025-08-29 00:00:00,159762841.5,153420821.81297982,15,-97479172.78015041,STOP,48
KRW-DOGE,2025-08-05 00:00:00,2025-09-13 00:00:00,293.1465,418.8005345230572,6796886,851636636.6774385,TARGET,40
KRW-XRP,2025-08-21 00:00:00,2025-10-10 00:00:00,4112.055,3678.963429247561,379378,-165783284.4237442,STOP,51
KRW-DOT,2025-08-21 00:00:00,2025-10-10 00:00:00,5417.7075,4778.010331609006,287949,-185668083.31796527,STOP,51
KRW-ADA,2025-09-03 00:00:00,2025-10-10 00:00:00,1164.582,1018.2686628245115,1198556,-176672862.53122115,STOP,38
KRW-DOGE,2025-09-28 00:00:00,2025-10-11 00:00:00,333.1665,293.2587989634821,4047101,-162778099.9995227,STOP,14
KRW-SOL,2025-09-27 00:00:00,2025-11-03 00:00:00,295747.8,265697.7538060104,5698,-172824721.59614563,STOP,38
KRW-BTC,2025-10-24 00:00:00,2025-11-04 00:00:00,165628773.0,157045299.99418783,12,-104937720.50771117,STOP,12
KRW-SOL,2026-01-17 00:00:00,2026-01-19 00:00:00,213906.9,198141.72227051982,8958,-143070027.87983322,STOP,3
KRW-ETH,2026-01-16 00:00:00,2026-01-20 00:00:00,4893445.5,4575005.866675596,489,-158032017.05478573,STOP,5
KRW-BTC,2026-01-18 00:00:00,2026-01-20 00:00:00,140596263.0,134721782.0063908,10,-60121400.16112399,STOP,3
KRW-XRP,2026-04-27 00:00:00,2026-05-20 00:00:00,2125.062,2010.2804729479576,422254,-49340041.37411916,STOP,24
KRW-ETH,2026-04-07 00:00:00,2026-05-28 00:00:00,3185592.0,2921003.5329652224,729,-195110846.54011846,STOP,52
KRW-BTC,2026-04-08 00:00:00,2026-06-02 00:00:00,107348647.5,100912792.96663958,17,-111179749.3110938,STOP,56
KRW-SOL,2026-04-08 00:00:00,2026-06-02 00:00:00,127663.8,115323.59235180155,14555,-181380063.06736898,STOP,56
KRW-DOGE,2026-04-25 00:00:00,2026-06-03 00:00:00,146.073,134.7634696272248,7678673,-87920411.2244798,STOP,40
KRW-ADA,2026-08-05 00:00:00,2026-08-17 00:00:00,275.1375,246.47526694448314,6391492,-184861375.18998313,STOP,13
KRW-ETH,2026-08-04 00:00:00,2026-08-19 00:00:00,2649324.0,3167042.9938979317,829,426778161.8224149,TARGET,16
KRW-ADA,2026-08-21 00:00:00,2026-08-27 00:00:00,275.1375,294.8525,8163759,158621878.18879557,TIME_EXIT,7
KRW-ETH,2026-08-22 00:00:00,2026-08-27 00:00:00,3453726.0,3457270.5,520,46280.91000008583,TIME_EXIT,6
KRW-BTC,2026-08-26 00:00:00,2026-08-27 00:00:00,109219582.5,110044950.0,13,9304558.038749933,TIME_EXIT,2
KRW-SOL,2026-08-26 00:00:00,2026-08-27 00:00:00,134567.25,146926.5,10684,130542487.38750005,TIME_EXIT,2
KRW-XRP,2026-08-27 00:00:00,2026-08-27 00:00:00,1975.9875,1992.0035,438374,6151265.940683007,TIME_EXIT,1
KRW-DOGE,2026-08-27 00:00:00,2026-08-27 00:00:00,121.0605,121.939,7155293,5416558.589823127,TIME_EXIT,1
