symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,exit_type,holding_sessions
KRW-ETH,2023-11-10 00:00:00,2023-11-14 00:00:00,2856427.5,2687137.3627019753,513,-88267764.82116985,STOP,5
KRW-ADA,2023-11-11 00:00:00,2023-11-14 00:00:00,518.259,471.3009625960492,3007739,-142725689.50949097,STOP,4
KRW-XRP,2023-11-06 00:00:00,2023-11-16 00:00:00,888.444,821.8624014538611,1234203,-83230641.31623697,STOP,11
KRW-BTC,2023-10-24 00:00:00,2023-12-01 00:00:00,44201089.5,51359463.30209552,36,255981366.9250009,TARGET,39
KRW-BTC,2023-12-02 00:00:00,2023-12-05 00:00:00,51735855.0,59010975.45542687,39,281570134.5677674,TARGET,4
KRW-ADA,2023-12-05 00:00:00,2023-12-08 00:00:00,551.2755,688.1776688992613,2413353,328897641.0077779,TARGET,4
KRW-DOT,2023-12-06 00:00:00,2023-12-09 00:00:00,8074.035,10259.61311602093,188773,410847688.8177161,TARGET,4
KRW-SOL,2023-11-11 00:00:00,2023-12-15 00:00:00,76278.12,107145.24437644488,20435,628895558.4071352,TARGET,35
KRW-XRP,2023-12-07 00:00:00,2023-12-18 00:00:00,882.441,822.3640603937858,1381771,-84190398.01317096,STOP,12
KRW-DOT,2023-12-14 00:00:00,2023-12-18 00:00:00,10485.24,9223.199727398181,136649,-173803110.50092053,STOP,5
KRW-SOL,2023-12-21 00:00:00,2023-12-24 00:00:00,111755.85,158711.86140761425,18455,864077449.7205071,TARGET,4
KRW-ADA,2023-12-09 00:00:00,2024-01-03 00:00:00,743.3715,669.7338894989451,1758604,-130741942.77279449,STOP,26
KRW-DOT,2023-12-22 00:00:00,2024-01-03 00:00:00,11445.72,9980.792989126347,144164,-212734203.5048716,STOP,13
KRW-ETH,2023-12-03 00:00:00,2024-01-10 00:00:00,2887443.0,3394393.185840275,575,289690328.9547291,TARGET,39
KRW-BTC,2024-01-09 00:00:00,2024-01-12 00:00:00,63042505.5,58662928.61514464,38,-168736324.87269115,STOP,4
KRW-ETH,2024-01-11 00:00:00,2024-01-22 00:00:00,3529764.0,3213353.8040361213,662,-211695521.72122335,STOP,12
KRW-BTC,2024-02-08 00:00:00,2024-02-14 00:00:00,60272121.0,69759893.11237654,45,424024024.7394161,TARGET,7
KRW-SOL,2024-02-14 00:00:00,2024-02-24 00:00:00,152626.275,137359.95286828882,9226,-142184794.45632362,STOP,11
KRW-ETH,2024-02-13 00:00:00,2024-02-25 00:00:00,3570784.5,4208154.590129,492,311672465.32729626,TARGET,13
KRW-BTC,2024-02-15 00:00:00,2024-02-28 00:00:00,70230097.5,81566010.01193546,20,225200289.16358995,TARGET,14
KRW-DOGE,2024-02-28 00:00:00,2024-02-28 00:00:00,134.46720000000002,166.72168170496028,11060180,355074771.8407395,TARGET,1
KRW-ADA,2024-02-11 00:00:00,2024-02-29 00:00:00,746.1728999999999,959.8014329257014,2947776,627214647.1759853,TARGET,19
KRW-DOT,2024-02-14 00:00:00,2024-03-02 00:00:00,9973.9845,12553.926747220326,141194,362681962.70370674,TARGET,18
KRW-DOGE,2024-03-02 00:00:00,2024-03-03 00:00:00,195.39765,171.67980266613245,8485774,-202821760.39361286,STOP,2
KRW-DOT,2024-03-03 00:00:00,2024-03-03 00:00:00,13206.6,11963.180498759872,127257,-159835350.84778023,STOP,1
