symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,exit_type,holding_sessions
KRW-SOL,2025-07-22 00:00:00,2025-07-24 00:00:00,267183.525,244681.6483213609,4292,-97676517.36666691,STOP,3
KRW-ADA,2025-07-18 00:00:00,2025-08-01 00:00:00,1117.5585,1001.2594906702545,1602811,-188103363.83404064,STOP,15
KRW-ETH,2025-07-21 00:00:00,2025-08-02 00:00:00,5129563.5,4734272.378427957,279,-111662228.0236404,STOP,13
KRW-SOL,2025-08-14 00:00:00,2025-08-19 00:00:00,275037.45,248227.93208572207,4981,-134841401.16510272,STOP,6
KRW-ETH,2025-08-09 00:00:00,2025-08-24 00:00:00,5494746.0,6837221.827377891,311,415592361.31736684,TARGET,16
KRW-BTC,2025-07-11 00:00:00,2025-08-30 00:00:00,156595258.5,150593337.79270884,12,-73866180.0652504,STOP,51
KRW-XRP,2025-07-17 00:00:00,2025-09-01 00:00:00,4127.0625,3765.665516994909,365895,-133677303.95553708,STOP,47
KRW-ADA,2025-08-14 00:00:00,2025-09-01 00:00:00,1232.616,1096.1730540464089,1111468,-152946155.50930715,STOP,19
KRW-ADA,2025-09-13 00:00:00,2025-09-22 00:00:00,1273.6365,1160.9949244322938,1051322,-119702357.29819036,STOP,10
KRW-DOT,2025-09-13 00:00:00,2025-09-25 00:00:00,5997.9975,5504.457418776215,223241,-111462291.04174042,STOP,13
KRW-BTC,2025-09-12 00:00:00,2025-10-05 00:00:00,160475197.5,178307048.2391064,10,176624596.16236854,TARGET,24
KRW-DOGE,2025-09-09 00:00:00,2025-10-10 00:00:00,336.168,301.8738770604292,6172332,-213643815.57940698,STOP,32
KRW-SOL,2025-08-29 00:00:00,2025-10-27 00:00:00,298749.3,293853.0,5000,-25963005.75,TIME_EXIT,60
KRW-ETH,2026-08-20 00:00:00,2026-08-27 00:00:00,3097548.0,3457270.5,747,266264482.79024982,TIME_EXIT,8
KRW-SOL,2026-08-27 00:00:00,2026-08-27 00:00:00,141870.9,146926.5,13054,64110821.770200014,TIME_EXIT,1
