symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,exit_type,holding_sessions
KRW-ETH,2023-07-01 00:00:00,2023-07-13 00:00:00,2575287.0,2424597.3958005896,776,-118875088.00431299,STOP,13
KRW-SOL,2023-07-08 00:00:00,2023-07-14 00:00:00,28524.255,38539.55786813706,56068,559657934.2807634,TARGET,7
KRW-XRP,2023-07-14 00:00:00,2023-07-14 00:00:00,1040.52,946.230370001653,1590913,-151586971.62525558,STOP,1
KRW-DOGE,2023-07-26 00:00:00,2023-08-16 00:00:00,105.0525,94.98111935044301,16427386,-167089472.22222638,STOP,22
KRW-SOL,2023-07-14 00:00:00,2023-08-17 00:00:00,33116.55,29359.550785378146,49986,-189358827.9290173,STOP,35
KRW-SOL,2023-10-02 00:00:00,2023-10-11 00:00:00,32286.135,29576.214535958097,61498,-168556894.0835302,STOP,10
KRW-SOL,2023-10-21 00:00:00,2023-10-30 00:00:00,36658.32,46552.897550214235,53244,524611638.0499852,TARGET,10
KRW-ADA,2023-10-24 00:00:00,2023-11-02 00:00:00,375.1875,437.1899496781764,4161905,256357786.4429996,TARGET,10
KRW-DOGE,2023-10-24 00:00:00,2023-11-09 00:00:00,90.045,103.09960311618582,17341274,224708762.8569026,TARGET,17
KRW-DOT,2023-10-24 00:00:00,2023-11-09 00:00:00,5822.91,6907.435356415971,268164,289123747.51185346,TARGET,17
KRW-ETH,2023-11-10 00:00:00,2023-11-12 00:00:00,2856427.5,2701709.987036206,670,-105522709.74389935,STOP,3
KRW-XRP,2023-11-06 00:00:00,2023-11-16 00:00:00,888.444,826.5235908790653,1669638,-104816355.57310915,STOP,11
KRW-DOGE,2023-11-18 00:00:00,2023-11-19 00:00:00,116.058,105.31755885559632,16047191,-174130138.406348,STOP,2
KRW-SOL,2023-11-11 00:00:00,2023-12-08 00:00:00,76278.12,102611.39369666856,20074,526818622.1379514,TARGET,28
KRW-DOT,2023-12-06 00:00:00,2023-12-09 00:00:00,8074.035,10213.391147468617,135941,289583208.544075,TARGET,4
KRW-ETH,2023-12-08 00:00:00,2023-12-11 00:00:00,3228613.5,3033901.692640716,271,-53615470.60296869,STOP,4
KRW-ADA,2023-12-14 00:00:00,2023-12-16 00:00:00,923.4615,823.6048323706167,1202521,-121130181.79088783,STOP,3
KRW-DOT,2023-12-09 00:00:00,2023-12-22 00:00:00,9324.66,11737.940364189968,119536,287215012.1152451,TARGET,14
KRW-SOL,2023-12-09 00:00:00,2023-12-23 00:00:00,102251.1,140003.2878005416,10900,410178560.61239076,TARGET,15
KRW-DOGE,2023-12-05 00:00:00,2024-01-03 00:00:00,124.062,112.63579243068793,14731314,-170066486.28441477,STOP,30
KRW-DOT,2023-12-22 00:00:00,2024-01-03 00:00:00,11445.72,10138.688725362437,94906,-125069355.09799695,STOP,13
KRW-BTC,2023-12-05 00:00:00,2024-01-11 00:00:00,56950461.0,65019576.92624671,32,256260189.03307486,TARGET,38
KRW-ETH,2024-02-13 00:00:00,2024-02-25 00:00:00,3570784.5,4233860.2879051175,670,441646221.8924804,TARGET,13
KRW-BTC,2024-02-15 00:00:00,2024-02-28 00:00:00,70230097.5,81583732.8873578,27,304498668.74843097,TARGET,14
KRW-DOGE,2024-02-15 00:00:00,2024-02-28 00:00:00,115.95795000000001,142.83349063642842,16516827,441761448.4963217,TARGET,14
KRW-DOGE,2024-02-29 00:00:00,2024-03-02 00:00:00,162.78134999999997,204.6756653072642,13007850,542565056.5013149,TARGET,3
KRW-DOT,2024-03-03 00:00:00,2024-03-03 00:00:00,13206.6,12006.122484506788,104438,-126692053.91849852,STOP,1
