symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,exit_type,holding_sessions
KRW-SOL,2026-08-22 13:00:00,2026-08-22 13:00:00,133666.8,127963.12608198274,14955,-87254781.21622586,STOP,1
KRW-XRP,2026-08-22 13:00:00,2026-08-22 13:00:00,2157.078,2000.2912117490393,926716,-147223175.5439949,STOP,1
KRW-BTC,2026-08-24 21:00:00,2026-08-27 21:00:00,107958952.5,110063940.5,18,35927577.96300006,TIME_EXIT,19
KRW-SOL,2026-08-25 09:00:00,2026-08-27 21:00:00,136068.0,146626.65,11490,119694807.73574996,TIME_EXIT,16
KRW-ETH,2026-08-27 09:00:00,2026-08-27 21:00:00,3485742.0,3459269.5,358,-10720312.058500051,TIME_EXIT,4
KRW-SOL,2026-08-27 21:00:00,2026-08-27 21:00:00,144072.0,146626.65,6949,16742230.390574813,TIME_EXIT,1
